TimeStamps penX penY orAltitude orAzimuth orTwist pressure
1669004537871 1597 1033 680 700 0 0
1669004537876 1597 1035 680 700 0 0
1669004537883 1598 1037 680 700 0 0
1669004537888 1601 1037 680 700 0 0
1669004537893 1605 1039 670 690 0 0
1669004537899 1610 1039 670 690 0 0
1669004537905 1614 1039 670 690 0 0
1669004537910 1618 1038 660 660 0 0
1669004537916 1622 1038 650 670 0 0
1669004537921 1625 1040 650 670 0 0
1669004537926 1628 1040 650 670 0 0
1669004537933 1632 1040 650 670 0 0
1669004537938 1634 1040 640 660 0 0
1669004537943 1637 1040 640 660 0 0
1669004537950 1640 1040 640 660 0 0
1669004537955 1642 1040 640 660 0 0
1669004537960 1645 1040 630 670 0 0
1669004537967 1645 1039 630 670 0 0
1669004537971 1648 1038 640 690 0 0
1669004537976 1651 1037 640 690 0 0
1669004537983 1653 1035 640 690 0 0
1669004537989 1655 1033 640 680 0 0
1669004537993 1657 1031 640 680 0 0
1669004537999 1658 1029 640 680 0 0
1669004538005 1660 1027 640 680 0 0
1669004538024 1662 1026 660 700 0 0
1669004538026 1663 1025 660 700 0 0
1669004538027 1663 1025 660 700 0 0
1669004538028 1663 1027 660 700 0 0
1669004538033 1663 1030 670 690 0 0
1669004538039 1661 1033 670 690 0 585
1669004538043 1661 1033 670 690 0 585
1669004538049 1661 1033 670 680 0 585
1669004538055 1661 1033 670 680 0 567
1669004538060 1661 1033 670 680 0 551
1669004538067 1661 1033 670 680 0 523
1669004538071 1661 1033 680 660 0 484
1669004538077 1661 1033 680 660 0 412
1669004538084 1661 1033 680 660 0 271
1669004538088 1661 1033 680 660 0 72
1669004538094 1666 1033 680 660 0 0
1669004538100 1666 1031 680 660 0 0
1669004538105 1664 1030 680 660 0 0
1669004538110 1662 1030 680 660 0 0
1669004538116 1659 1030 680 640 0 0
1669004538121 1657 1029 680 640 0 0
1669004538126 1656 1029 680 640 0 0
1669004538134 1655 1027 680 640 0 0
1669004538138 1653 1026 680 620 0 0
1669004538143 1653 1026 680 620 0 0
1669004538149 1653 1023 680 620 0 0
1669004538155 1653 1023 680 620 0 0
1669004538160 1653 1023 680 620 0 0
1669004538167 1653 1023 680 620 0 0
1669004538171 1653 1023 680 620 0 0
1669004538176 1653 1023 680 620 0 0
1669004538182 1653 1023 680 620 0 0
1669004538187 1653 1023 680 620 0 0
1669004538193 1653 1023 680 620 0 0
1669004538200 1653 1023 680 620 0 0
1669004538204 1653 1023 680 620 0 0
1669004538209 1653 1023 680 620 0 0
1669004538225 1653 1023 680 620 0 0
1669004538232 1653 1023 680 620 0 0
1669004538242 1653 1023 680 620 0 0
1669004538252 1653 1023 680 620 0 0
1669004538267 1653 1023 680 620 0 0
1669004538275 1653 1023 680 620 0 0
1669004538284 1653 1023 680 620 0 0
1669004538291 1653 1023 680 620 0 0
