TimeStamps MergeTimeStamps penX penY orAltitude orAzimuth orTwist pressure
1670502850776 1670502850775 351 666 660 920 0 626
1670502850781 1670502850780 351 664 670 920 0 622
1670502850787 1670502850785 351 663 670 920 0 620
1670502850793 1670502850790 351 662 670 920 0 617
1670502850798 1670502850795 351 660 670 920 0 617
1670502850803 1670502850800 350 659 670 950 0 617
1670502850809 1670502850805 350 659 670 950 0 617
1670502850814 1670502850810 349 658 670 950 0 617
1670502850820 1670502850820 347 658 670 950 0 626
1670502850826 1670502850825 346 658 670 950 0 640
1670502850831 1670502850830 345 659 670 950 0 654
1670502850836 1670502850835 343 660 670 950 0 669
1670502850842 1670502850840 342 662 670 950 0 682
1670502850848 1670502850845 340 663 660 940 0 691
1670502850853 1670502850850 339 665 660 940 0 697
1670502850859 1670502850855 338 667 660 940 0 700
1670502850864 1670502850860 337 668 660 940 0 702
1670502850870 1670502850870 336 669 660 940 0 702
1670502850876 1670502850875 335 670 660 920 0 702
1670502850881 1670502850880 334 671 660 920 0 699
1670502850886 1670502850885 334 672 650 920 0 685
1670502850892 1670502850890 334 672 650 920 0 653
1670502850898 1670502850895 333 672 650 920 0 608
1670502850903 1670502850900 333 672 650 920 0 532
1670502850909 1670502850905 333 672 640 920 0 382
1670502850914 1670502850910 334 672 640 900 0 174
1670502850920 1670502850920 334 672 640 900 0 0
1670502850926 1670502850925 335 671 640 900 0 0
1670502850931 1670502850930 337 671 640 900 0 0
1670502850936 1670502850935 338 671 640 900 0 0
1670502850943 1670502850940 339 671 640 900 0 0
1670502850948 1670502850945 341 672 640 900 0 0
1670502850953 1670502850950 343 673 640 900 0 0
1670502850959 1670502850955 346 673 650 900 0 0
1670502850965 1670502850965 349 673 650 900 0 0
1670502850970 1670502850970 352 673 650 900 0 0
1670502850976 1670502850975 355 673 650 900 0 0
1670502850981 1670502850980 358 673 650 900 0 0
1670502850986 1670502850985 361 673 650 900 0 0
1670502850993 1670502850990 365 673 650 900 0 0
1670502850998 1670502850995 368 672 650 900 0 0
1670502851003 1670502851000 371 672 650 900 0 0
1670502851009 1670502851005 374 671 650 900 0 0
1670502851014 1670502851010 377 671 650 900 0 0
1670502851020 1670502851020 379 671 650 900 0 0
1670502851026 1670502851025 381 671 660 900 0 0
1670502851031 1670502851030 383 670 660 900 0 0
1670502851036 1670502851035 384 670 660 900 0 0
1670502851042 1670502851040 385 670 660 900 0 0
1670502851048 1670502851045 386 671 660 900 0 0
1670502851053 1670502851050 386 672 660 900 0 0
1670502851059 1670502851055 386 673 660 880 0 0
1670502851064 1670502851060 386 673 660 880 0 0
1670502851070 1670502851070 386 674 660 880 0 0
1670502851076 1670502851075 386 674 660 880 0 0
1670502851081 1670502851080 385 675 660 880 0 0
1670502851086 1670502851085 385 675 660 880 0 0
1670502851092 1670502851090 385 675 660 880 0 0
1670502851098 1670502851095 385 675 660 880 0 0
1670502851103 1670502851100 384 675 660 880 0 0
1670502851109 1670502851105 384 675 660 880 0 0
1670502851114 1670502851110 384 674 660 880 0 0
1670502851120 1670502851120 384 674 660 880 0 0
1670502851126 1670502851125 384 673 660 880 0 0
1670502851131 1670502851130 384 672 660 880 0 0
1670502851136 1670502851135 384 672 660 880 0 0
1670502851143 1670502851140 384 671 660 900 0 0
1670502851153 1670502851150 384 670 660 900 0 0
1670502851154 1670502851150 383 670 660 900 0 0
1670502851159 1670502851155 383 669 660 900 0 0
1670502851164 1670502851160 383 668 660 900 0 142
1670502851170 1670502851170 383 668 660 900 0 142
1670502851176 1670502851175 383 668 660 900 0 249
1670502851181 1670502851180 383 668 660 900 0 304
1670502851186 1670502851185 383 668 660 900 0 355
1670502851193 1670502851190 383 668 660 900 0 413
1670502851198 1670502851195 383 668 660 900 0 449
1670502851203 1670502851200 383 668 660 900 0 477
1670502851209 1670502851205 383 668 660 900 0 504
1670502851214 1670502851210 380 664 660 900 0 525
1670502851220 1670502851220 379 664 660 900 0 539
1670502851226 1670502851225 378 664 660 900 0 549
1670502851231 1670502851230 377 664 660 900 0 555
1670502851236 1670502851235 376 664 650 900 0 558
1670502851242 1670502851240 375 665 650 900 0 561
1670502851248 1670502851245 373 665 650 900 0 564
1670502851253 1670502851250 372 666 650 900 0 567
1670502851259 1670502851255 372 667 650 900 0 569
1670502851264 1670502851260 371 668 650 900 0 571
1670502851269 1670502851265 370 670 650 900 0 572
1670502851276 1670502851275 370 671 650 900 0 571
1670502851281 1670502851280 370 673 650 900 0 572
1670502851286 1670502851285 370 675 650 900 0 572
1670502851293 1670502851290 370 677 650 900 0 572
1670502851298 1670502851295 371 679 650 900 0 572
1670502851303 1670502851300 372 680 650 880 0 572
1670502851309 1670502851305 373 681 650 880 0 572
1670502851314 1670502851310 374 682 650 880 0 574
1670502851320 1670502851320 376 683 650 880 0 575
1670502851326 1670502851325 377 683 650 860 0 575
1670502851331 1670502851330 379 682 650 860 0 575
1670502851340 1670502851340 380 682 650 860 0 575
1670502851343 1670502851340 381 680 650 860 0 574
1670502851348 1670502851345 382 679 650 860 0 574
1670502851353 1670502851350 384 677 650 860 0 557
1670502851359 1670502851355 385 674 650 860 0 536
1670502851365 1670502851365 386 671 650 860 0 511
1670502851370 1670502851370 386 668 660 860 0 486
1670502851376 1670502851375 387 666 660 860 0 459
1670502851381 1670502851380 387 663 660 880 0 446
1670502851386 1670502851385 387 660 660 880 0 441
1670502851393 1670502851390 388 658 660 880 0 440
1670502851398 1670502851395 388 656 660 900 0 441
1670502851403 1670502851400 388 654 660 900 0 442
1670502851409 1670502851405 388 652 670 900 0 445
1670502851414 1670502851410 388 650 670 900 0 448
1670502851420 1670502851420 388 648 670 900 0 453
1670502851426 1670502851425 388 647 670 900 0 460
1670502851431 1670502851430 388 645 670 900 0 469
1670502851436 1670502851435 388 644 670 920 0 477
1670502851442 1670502851440 388 644 670 920 0 481
1670502851448 1670502851445 389 644 670 920 0 496
1670502851453 1670502851450 389 644 670 920 0 514
1670502851459 1670502851455 389 644 670 950 0 532
1670502851464 1670502851460 389 644 670 950 0 545
1670502851470 1670502851470 388 645 670 950 0 558
1670502851476 1670502851475 388 646 670 950 0 573
1670502851481 1670502851480 388 648 670 950 0 589
1670502851486 1670502851485 388 650 670 950 0 606
1670502851493 1670502851490 387 652 670 950 0 625
1670502851498 1670502851495 387 655 670 950 0 641
1670502851503 1670502851500 386 659 670 950 0 656
1670502851509 1670502851505 386 663 670 950 0 669
1670502851515 1670502851515 386 667 670 920 0 677
1670502851520 1670502851520 386 671 670 920 0 681
1670502851526 1670502851525 386 674 670 920 0 681
1670502851531 1670502851530 386 677 670 900 0 681
1670502851536 1670502851535 386 680 670 900 0 682
1670502851543 1670502851540 386 681 670 900 0 680
1670502851548 1670502851545 387 682 670 900 0 667
1670502851553 1670502851550 387 682 670 900 0 644
1670502851559 1670502851555 387 681 670 880 0 604
1670502851564 1670502851560 388 680 670 880 0 558
1670502851570 1670502851570 388 679 670 880 0 486
1670502851576 1670502851575 389 677 670 880 0 337
1670502851581 1670502851580 389 676 670 850 0 113
1670502851586 1670502851585 389 676 670 850 0 0
1670502851592 1670502851590 391 673 670 850 0 0
1670502851598 1670502851595 392 672 670 850 0 0
1670502851603 1670502851600 393 671 670 850 0 0
1670502851609 1670502851605 395 670 670 850 0 0
1670502851615 1670502851615 397 669 670 850 0 0
1670502851620 1670502851620 399 669 670 850 0 0
1670502851626 1670502851625 401 668 680 850 0 0
1670502851631 1670502851630 403 668 680 850 0 0
1670502851636 1670502851635 406 667 680 880 0 0
1670502851643 1670502851640 408 667 680 880 0 0
1670502851648 1670502851645 410 667 680 880 0 0
1670502851653 1670502851650 412 667 680 880 0 0
1670502851659 1670502851655 414 667 680 880 0 0
1670502851665 1670502851665 415 667 680 880 0 0
1670502851670 1670502851670 416 667 680 880 0 0
1670502851676 1670502851675 417 667 680 880 0 0
1670502851681 1670502851680 417 668 680 880 0 0
1670502851686 1670502851685 417 668 680 880 0 0
1670502851693 1670502851690 417 669 680 880 0 0
1670502851698 1670502851695 417 669 680 880 0 0
1670502851703 1670502851700 417 670 680 880 0 0
1670502851709 1670502851705 417 670 680 880 0 0
1670502851714 1670502851710 416 670 680 880 0 0
1670502851720 1670502851720 416 670 680 880 0 0
1670502851726 1670502851725 416 670 680 880 0 0
1670502851731 1670502851730 416 670 680 880 0 0
1670502851743 1670502851740 416 670 680 880 0 0
1670502851744 1670502851740 416 670 680 880 0 0
1670502851748 1670502851745 416 669 680 880 0 0
1670502851753 1670502851750 415 669 680 880 0 249
1670502851759 1670502851755 415 669 680 880 0 249
1670502851764 1670502851760 415 669 680 880 0 326
1670502851770 1670502851770 415 669 680 880 0 360
1670502851776 1670502851775 415 669 680 880 0 394
1670502851781 1670502851780 415 669 680 880 0 420
1670502851786 1670502851785 415 669 680 880 0 445
1670502851793 1670502851790 415 669 680 880 0 466
1670502851798 1670502851795 415 669 680 880 0 482
1670502851803 1670502851800 415 669 680 880 0 497
1670502851809 1670502851805 414 663 680 880 0 515
1670502851814 1670502851810 414 662 680 900 0 536
1670502851820 1670502851820 413 662 680 900 0 556
1670502851826 1670502851825 412 662 680 900 0 575
1670502851831 1670502851830 411 662 680 900 0 590
1670502851837 1670502851835 410 663 680 900 0 602
1670502851843 1670502851840 408 663 680 900 0 613
1670502851848 1670502851845 407 664 680 900 0 619
1670502851853 1670502851850 406 665 680 900 0 622
1670502851859 1670502851855 405 666 680 900 0 624
1670502851864 1670502851860 405 668 680 900 0 627
1670502851870 1670502851870 404 669 670 900 0 628
1670502851876 1670502851875 404 671 670 900 0 629
1670502851881 1670502851880 404 673 670 900 0 632
1670502851886 1670502851885 404 675 670 880 0 633
1670502851893 1670502851890 404 677 670 880 0 633
1670502851898 1670502851895 404 679 670 880 0 633
1670502851903 1670502851900 404 681 670 880 0 634
1670502851909 1670502851905 404 683 670 850 0 635
1670502851914 1670502851910 405 684 670 850 0 635
1670502851920 1670502851920 406 685 670 850 0 637
1670502851925 1670502851925 406 685 670 850 0 639
1670502851931 1670502851930 407 686 670 850 0 642
1670502851937 1670502851935 408 686 670 830 0 644
1670502851943 1670502851940 409 685 670 830 0 644
1670502851948 1670502851945 410 684 670 830 0 644
1670502851953 1670502851950 412 683 670 830 0 645
1670502851959 1670502851955 413 682 670 830 0 645
1670502851964 1670502851960 414 680 680 830 0 641
1670502851970 1670502851970 415 678 680 830 0 636
1670502851976 1670502851975 416 677 680 830 0 626
1670502851981 1670502851980 417 675 680 830 0 618
1670502851986 1670502851985 418 674 680 830 0 610
1670502851993 1670502851990 419 672 680 830 0 603
1670502851998 1670502851995 419 671 680 830 0 602
1670502852003 1670502852000 419 670 680 830 0 602
1670502852009 1670502852005 419 669 680 850 0 602
1670502852014 1670502852010 420 668 680 850 0 602
1670502852020 1670502852020 420 668 680 850 0 602
1670502852026 1670502852025 420 667 690 850 0 606
1670502852031 1670502852030 420 667 690 850 0 612
1670502852037 1670502852035 420 667 690 850 0 618
1670502852043 1670502852040 420 667 690 870 0 622
1670502852048 1670502852045 420 667 690 870 0 628
1670502852053 1670502852050 420 667 690 870 0 632
1670502852059 1670502852055 420 668 690 870 0 637
1670502852064 1670502852060 420 670 690 870 0 645
1670502852070 1670502852070 420 672 690 870 0 652
1670502852076 1670502852075 421 674 690 870 0 664
1670502852081 1670502852080 422 676 690 870 0 674
1670502852086 1670502852085 422 677 690 870 0 683
1670502852093 1670502852090 423 679 700 870 0 688
1670502852098 1670502852095 424 680 700 850 0 691
1670502852103 1670502852100 424 681 700 850 0 691
1670502852109 1670502852105 425 681 700 850 0 691
1670502852114 1670502852110 425 681 700 850 0 687
1670502852120 1670502852120 425 681 700 820 0 672
1670502852126 1670502852125 425 680 700 820 0 638
1670502852131 1670502852130 425 679 700 820 0 592
1670502852137 1670502852135 425 677 700 820 0 519
1670502852143 1670502852140 425 676 700 820 0 367
1670502852148 1670502852145 425 675 700 820 0 132
1670502852153 1670502852150 425 675 700 820 0 0
1670502852159 1670502852155 425 673 700 820 0 0
1670502852164 1670502852160 425 672 700 820 0 0
1670502852170 1670502852170 427 671 700 850 0 0
1670502852176 1670502852175 428 671 700 850 0 0
1670502852181 1670502852180 431 670 700 850 0 0
1670502852186 1670502852185 433 669 700 850 0 0
1670502852193 1670502852190 436 668 700 850 0 0
1670502852198 1670502852195 438 667 700 850 0 0
1670502852203 1670502852200 441 666 700 850 0 0
1670502852209 1670502852205 443 665 690 850 0 0
1670502852214 1670502852210 444 664 690 850 0 0
1670502852220 1670502852220 446 664 690 850 0 0
1670502852226 1670502852225 447 664 690 850 0 0
1670502852231 1670502852230 448 663 690 850 0 0
1670502852237 1670502852235 449 663 690 850 0 0
1670502852243 1670502852240 449 663 690 850 0 0
1670502852248 1670502852245 449 663 690 850 0 0
1670502852253 1670502852250 448 664 690 850 0 0
1670502852259 1670502852255 448 665 690 850 0 0
1670502852265 1670502852265 447 665 680 850 0 0
1670502852270 1670502852270 446 665 680 850 0 0
1670502852276 1670502852275 446 665 680 850 0 0
1670502852280 1670502852280 445 665 680 850 0 0
1670502852287 1670502852285 444 665 680 850 0 0
1670502852293 1670502852290 444 665 680 850 0 0
1670502852298 1670502852295 443 665 680 850 0 0
1670502852303 1670502852300 442 665 680 850 0 0
1670502852309 1670502852305 442 664 680 880 0 0
1670502852314 1670502852310 442 663 680 880 0 0
1670502852320 1670502852320 441 663 680 880 0 0
1670502852326 1670502852325 441 662 680 880 0 0
1670502852331 1670502852330 441 661 670 880 0 0
1670502852337 1670502852335 440 661 670 880 0 0
1670502852348 1670502852345 440 660 670 880 0 0
1670502852349 1670502852345 439 660 670 880 0 0
1670502852353 1670502852350 439 659 670 880 0 0
1670502852359 1670502852355 439 659 670 880 0 301
1670502852363 1670502852360 439 659 670 880 0 301
1670502852370 1670502852370 439 659 670 880 0 421
1670502852376 1670502852375 439 659 670 880 0 477
1670502852381 1670502852380 439 659 670 880 0 519
1670502852387 1670502852385 439 659 670 880 0 555
1670502852393 1670502852390 439 659 670 880 0 587
1670502852398 1670502852395 439 659 670 880 0 610
1670502852403 1670502852400 439 659 670 880 0 630
1670502852409 1670502852405 441 667 670 880 0 650
1670502852414 1670502852410 443 670 670 880 0 661
1670502852420 1670502852420 444 672 670 880 0 668
1670502852426 1670502852425 445 674 670 880 0 671
1670502852431 1670502852430 446 676 670 880 0 672
1670502852437 1670502852435 447 677 670 850 0 673
1670502852443 1670502852440 447 678 680 850 0 672
1670502852448 1670502852445 448 678 680 850 0 659
1670502852453 1670502852450 449 678 680 850 0 635
1670502852459 1670502852455 449 678 680 850 0 599
1670502852464 1670502852460 449 678 680 850 0 562
1670502852470 1670502852470 450 677 680 830 0 517
1670502852476 1670502852475 450 677 680 830 0 451
1670502852481 1670502852480 450 676 680 830 0 361
1670502852486 1670502852485 451 675 680 830 0 248
1670502852493 1670502852490 451 674 680 830 0 58
1670502852498 1670502852495 451 674 680 830 0 0
1670502852503 1670502852500 451 671 680 830 0 0
1670502852509 1670502852505 452 670 680 830 0 0
1670502852515 1670502852515 452 669 690 820 0 0
1670502852520 1670502852520 452 668 690 820 0 0
1670502852526 1670502852525 452 666 690 850 0 0
1670502852531 1670502852530 453 665 690 850 0 0
1670502852537 1670502852535 453 664 690 850 0 0
1670502852543 1670502852540 454 663 690 850 0 0
1670502852548 1670502852545 454 662 690 850 0 0
1670502852553 1670502852550 455 661 690 850 0 0
1670502852559 1670502852555 455 661 690 870 0 0
1670502852565 1670502852565 455 660 690 870 0 0
1670502852570 1670502852570 456 660 690 870 0 0
1670502852581 1670502852580 456 660 690 870 0 0
1670502852582 1670502852580 456 660 690 870 0 0
1670502852587 1670502852585 456 660 690 870 0 0
1670502852593 1670502852590 456 660 690 870 0 403
1670502852598 1670502852595 456 660 690 870 0 403
1670502852603 1670502852600 456 660 690 870 0 492
1670502852609 1670502852605 456 660 700 870 0 538
1670502852614 1670502852610 456 660 700 870 0 570
1670502852620 1670502852620 456 660 700 870 0 591
1670502852626 1670502852625 456 660 700 870 0 608
1670502852631 1670502852630 456 660 700 870 0 621
1670502852637 1670502852635 456 660 700 870 0 634
1670502852643 1670502852640 452 670 700 870 0 644
1670502852648 1670502852645 451 673 700 870 0 655
1670502852653 1670502852650 450 677 700 870 0 666
1670502852659 1670502852655 448 681 700 870 0 675
1670502852664 1670502852660 447 686 700 870 0 678
1670502852670 1670502852670 446 689 700 850 0 679
1670502852676 1670502852675 445 693 700 850 0 679
1670502852681 1670502852680 443 696 700 850 0 679
1670502852687 1670502852685 443 698 690 820 0 679
1670502852693 1670502852690 442 700 690 820 0 670
1670502852698 1670502852695 441 701 690 820 0 653
1670502852703 1670502852700 441 701 690 820 0 626
1670502852709 1670502852705 441 701 680 800 0 578
1670502852715 1670502852715 441 700 680 800 0 519
1670502852720 1670502852720 442 699 680 800 0 436
1670502852726 1670502852725 442 698 680 800 0 268
1670502852731 1670502852730 442 697 680 800 0 42
1670502852736 1670502852735 442 697 680 800 0 0
1670502852743 1670502852740 443 694 680 780 0 0
1670502852748 1670502852745 444 692 680 780 0 0
1670502852753 1670502852750 444 691 680 780 0 0
1670502852759 1670502852755 445 689 680 780 0 0
1670502852764 1670502852760 446 688 680 780 0 0
1670502852770 1670502852770 447 686 680 780 0 0
1670502852776 1670502852775 448 685 680 780 0 0
1670502852780 1670502852780 449 683 680 780 0 0
1670502852787 1670502852785 451 681 680 780 0 0
1670502852793 1670502852790 452 680 680 780 0 0
1670502852798 1670502852795 454 678 680 780 0 0
1670502852803 1670502852800 457 677 680 780 0 0
1670502852809 1670502852805 460 675 680 780 0 0
1670502852814 1670502852810 463 673 680 780 0 0
1670502852820 1670502852820 465 672 680 780 0 0
1670502852826 1670502852825 468 670 680 780 0 0
1670502852831 1670502852830 471 669 680 780 0 0
1670502852836 1670502852835 474 668 680 780 0 0
1670502852843 1670502852840 477 668 680 800 0 0
1670502852848 1670502852845 481 667 680 800 0 0
1670502852853 1670502852850 485 667 680 800 0 0
1670502852859 1670502852855 489 667 680 800 0 0
1670502852864 1670502852860 493 667 680 800 0 0
1670502852870 1670502852870 497 667 670 810 0 0
1670502852876 1670502852875 500 667 670 830 0 0
1670502852881 1670502852880 503 667 670 830 0 0
1670502852886 1670502852885 505 667 670 830 0 0
1670502852893 1670502852890 507 668 670 830 0 0
1670502852898 1670502852895 509 670 660 830 0 0
1670502852903 1670502852900 510 671 660 830 0 0
1670502852909 1670502852905 510 673 660 830 0 0
1670502852914 1670502852910 510 674 660 830 0 0
1670502852920 1670502852920 511 676 660 830 0 0
1670502852926 1670502852925 511 677 660 830 0 0
1670502852931 1670502852930 510 678 660 830 0 0
1670502852937 1670502852935 509 679 660 830 0 0
1670502852943 1670502852940 508 680 660 830 0 0
1670502852948 1670502852945 507 680 660 830 0 0
1670502852953 1670502852950 505 680 660 830 0 0
1670502852959 1670502852955 504 680 660 830 0 0
1670502852964 1670502852960 503 681 660 830 0 0
1670502852970 1670502852970 501 680 650 840 0 0
1670502852976 1670502852975 500 680 650 840 0 0
1670502852981 1670502852980 499 679 650 840 0 0
1670502852987 1670502852985 498 679 650 860 0 0
1670502852993 1670502852990 497 678 650 860 0 0
1670502852998 1670502852995 496 677 650 860 0 0
1670502853003 1670502853000 495 676 650 860 0 0
1670502853009 1670502853005 495 676 650 860 0 0
1670502853014 1670502853010 494 674 650 860 0 0
1670502853020 1670502853020 493 673 650 860 0 0
1670502853026 1670502853025 493 672 650 860 0 0
1670502853031 1670502853030 492 671 650 860 0 0
1670502853037 1670502853035 491 669 650 860 0 0
1670502853043 1670502853040 491 668 650 880 0 0
1670502853048 1670502853045 490 667 650 880 0 0
1670502853053 1670502853050 490 665 650 880 0 0
1670502853059 1670502853055 489 664 650 880 0 0
1670502853064 1670502853060 489 662 650 880 0 0
1670502853070 1670502853070 488 661 640 880 0 0
1670502853076 1670502853075 488 660 640 880 0 0
1670502853081 1670502853080 488 659 640 880 0 0
1670502853086 1670502853085 487 658 640 900 0 0
1670502853093 1670502853090 487 657 640 900 0 0
1670502853098 1670502853095 487 656 640 900 0 0
1670502853103 1670502853100 486 655 640 900 0 0
1670502853109 1670502853105 485 654 640 900 0 0
1670502853114 1670502853110 485 653 640 900 0 0
1670502853120 1670502853120 484 652 640 900 0 0
1670502853126 1670502853125 483 651 640 900 0 0
1670502853131 1670502853130 482 650 640 900 0 0
1670502853137 1670502853135 482 649 640 920 0 0
1670502853143 1670502853140 481 648 640 920 0 0
1670502853148 1670502853145 480 647 640 920 0 0
1670502853159 1670502853155 479 646 640 920 0 0
1670502853160 1670502853160 478 645 640 920 0 0
1670502853164 1670502853160 477 644 640 920 0 0
1670502853170 1670502853170 476 644 640 940 0 359
1670502853176 1670502853175 476 644 640 940 0 359
1670502853181 1670502853180 476 644 640 940 0 486
1670502853187 1670502853185 476 644 630 940 0 525
1670502853193 1670502853190 476 644 630 940 0 562
1670502853198 1670502853195 476 644 640 940 0 590
1670502853203 1670502853200 476 644 640 940 0 614
1670502853209 1670502853205 476 644 640 940 0 635
1670502853214 1670502853210 476 644 640 940 0 653
1670502853220 1670502853220 476 644 640 960 0 665
1670502853226 1670502853225 482 648 640 960 0 676
1670502853231 1670502853230 483 649 650 960 0 685
1670502853236 1670502853235 485 650 650 960 0 691
1670502853243 1670502853240 486 650 650 960 0 694
1670502853248 1670502853245 488 651 650 960 0 697
1670502853253 1670502853250 489 652 650 960 0 698
1670502853259 1670502853255 491 652 650 960 0 697
1670502853264 1670502853260 492 653 660 970 0 698
1670502853270 1670502853270 493 653 660 970 0 698
1670502853276 1670502853275 494 653 660 970 0 695
1670502853281 1670502853280 495 653 660 970 0 687
1670502853287 1670502853285 495 653 660 970 0 675
1670502853293 1670502853290 495 654 660 970 0 653
1670502853298 1670502853295 495 654 660 970 0 631
1670502853303 1670502853300 495 654 660 970 0 602
1670502853309 1670502853305 495 655 660 970 0 560
1670502853314 1670502853310 494 655 660 970 0 512
1670502853320 1670502853320 494 656 660 970 0 456
1670502853326 1670502853325 493 657 660 970 0 355
1670502853331 1670502853330 492 658 660 970 0 252
1670502853337 1670502853335 491 659 660 940 0 111
1670502853343 1670502853340 491 659 660 940 0 0
1670502853348 1670502853345 490 660 660 940 0 0
1670502853353 1670502853350 489 661 660 940 0 0
1670502853359 1670502853355 489 662 660 940 0 0
1670502853364 1670502853360 488 662 650 940 0 0
1670502853370 1670502853370 487 662 650 940 0 0
1670502853376 1670502853375 487 662 650 920 0 0
1670502853380 1670502853380 486 662 650 920 0 0
1670502853387 1670502853385 486 662 650 920 0 0
1670502853393 1670502853390 485 662 650 920 0 0
1670502853398 1670502853395 485 662 650 920 0 0
1670502853403 1670502853400 485 662 650 920 0 0
1670502853415 1670502853415 485 663 650 920 0 0
1670502853416 1670502853415 485 663 650 920 0 0
1670502853420 1670502853420 485 663 650 920 0 0
1670502853426 1670502853425 484 663 650 920 0 307
1670502853431 1670502853430 484 663 650 920 0 307
1670502853436 1670502853435 484 663 650 920 0 428
1670502853443 1670502853440 484 663 650 920 0 482
1670502853448 1670502853445 484 663 650 920 0 522
1670502853453 1670502853450 484 663 650 900 0 554
1670502853459 1670502853455 484 663 650 900 0 583
1670502853464 1670502853460 484 663 650 900 0 603
1670502853470 1670502853470 484 663 650 900 0 617
1670502853476 1670502853475 484 678 650 900 0 626
1670502853481 1670502853480 484 681 650 900 0 633
1670502853487 1670502853485 484 684 650 900 0 635
1670502853493 1670502853490 484 686 650 880 0 636
1670502853498 1670502853495 484 687 650 880 0 637
1670502853503 1670502853500 484 688 650 880 0 637
1670502853509 1670502853505 484 688 650 880 0 637
1670502853514 1670502853510 484 688 650 860 0 636
1670502853520 1670502853520 485 688 650 860 0 631
1670502853526 1670502853525 485 687 650 860 0 611
1670502853531 1670502853530 486 685 650 860 0 586
1670502853536 1670502853535 486 683 650 840 0 545
1670502853543 1670502853540 487 681 650 840 0 477
1670502853548 1670502853545 488 679 650 840 0 374
1670502853553 1670502853550 489 676 650 840 0 225
1670502853559 1670502853555 489 676 650 840 0 0
1670502853564 1670502853560 491 673 650 840 0 0
1670502853570 1670502853570 492 672 650 840 0 0
1670502853576 1670502853575 493 671 650 860 0 0
1670502853581 1670502853580 495 670 650 860 0 0
1670502853586 1670502853585 497 669 650 860 0 0
1670502853593 1670502853590 499 668 650 860 0 0
1670502853598 1670502853595 502 667 650 860 0 0
1670502853603 1670502853600 505 666 650 860 0 0
1670502853609 1670502853605 508 666 650 860 0 0
1670502853614 1670502853610 510 665 650 860 0 0
1670502853620 1670502853620 513 664 650 860 0 0
1670502853626 1670502853625 516 663 660 860 0 0
1670502853631 1670502853630 518 663 660 860 0 0
1670502853637 1670502853635 520 662 660 860 0 0
1670502853643 1670502853640 522 661 660 860 0 0
1670502853648 1670502853645 523 661 660 860 0 0
1670502853653 1670502853650 523 661 660 860 0 0
1670502853659 1670502853655 524 661 660 860 0 0
1670502853664 1670502853660 524 661 660 860 0 0
1670502853670 1670502853670 524 660 660 860 0 0
1670502853676 1670502853675 524 660 660 880 0 0
1670502853681 1670502853680 524 660 660 880 0 0
1670502853687 1670502853685 524 659 660 880 0 0
1670502853698 1670502853695 524 659 660 880 0 0
1670502853699 1670502853695 523 659 660 880 0 0
1670502853703 1670502853700 523 658 660 880 0 0
1670502853709 1670502853705 522 658 660 900 0 425
1670502853714 1670502853710 522 658 660 900 0 425
1670502853720 1670502853720 522 658 660 900 0 512
1670502853726 1670502853725 522 658 660 900 0 553
1670502853731 1670502853730 522 658 660 900 0 584
1670502853737 1670502853735 522 658 660 900 0 606
1670502853743 1670502853740 522 658 660 900 0 625
1670502853748 1670502853745 522 658 660 900 0 635
1670502853753 1670502853750 522 658 660 900 0 642
1670502853759 1670502853755 522 658 660 900 0 645
1670502853764 1670502853760 514 660 660 900 0 647
1670502853770 1670502853770 513 661 660 900 0 648
1670502853776 1670502853775 511 662 660 900 0 647
1670502853781 1670502853780 510 663 660 900 0 648
1670502853787 1670502853785 509 664 660 900 0 649
1670502853792 1670502853790 509 665 660 900 0 648
1670502853798 1670502853795 508 666 660 900 0 649
1670502853803 1670502853800 508 667 650 880 0 649
1670502853809 1670502853805 507 667 650 880 0 649
1670502853814 1670502853810 507 668 650 880 0 648
1670502853820 1670502853820 507 669 650 880 0 648
1670502853826 1670502853825 507 670 650 880 0 647
1670502853830 1670502853830 508 670 650 880 0 647
1670502853836 1670502853835 508 670 650 880 0 647
1670502853843 1670502853840 509 671 650 880 0 647
1670502853848 1670502853845 510 671 650 880 0 646
1670502853853 1670502853850 511 671 650 880 0 646
1670502853859 1670502853855 513 671 650 880 0 646
1670502853864 1670502853860 515 671 650 860 0 643
1670502853870 1670502853870 516 672 650 860 0 635
1670502853876 1670502853875 518 673 660 860 0 627
1670502853881 1670502853880 520 673 660 860 0 623
1670502853887 1670502853885 522 675 660 860 0 621
1670502853893 1670502853890 523 676 660 860 0 620
1670502853898 1670502853895 524 677 670 850 0 621
1670502853903 1670502853900 525 678 670 850 0 623
1670502853909 1670502853905 525 680 670 830 0 629
1670502853914 1670502853910 525 681 670 830 0 643
1670502853920 1670502853920 525 682 670 830 0 660
1670502853926 1670502853925 524 684 670 830 0 685
1670502853931 1670502853930 523 685 670 830 0 707
1670502853937 1670502853935 522 686 670 830 0 725
1670502853943 1670502853940 521 687 670 830 0 737
1670502853948 1670502853945 520 688 670 830 0 745
1670502853953 1670502853950 519 688 670 830 0 750
1670502853959 1670502853955 517 688 670 830 0 753
1670502853964 1670502853960 516 688 670 830 0 756
1670502853970 1670502853970 515 688 670 830 0 757
1670502853976 1670502853975 514 688 670 810 0 759
1670502853980 1670502853980 513 688 670 810 0 760
1670502853987 1670502853985 512 687 670 810 0 761
1670502853993 1670502853990 511 687 670 810 0 761
1670502853998 1670502853995 511 686 670 810 0 761
