UserAttempt Posture Score TimeStamps MergeTimeStamps penX penY orAltitude orAzimuth orTwist pressure
siyi2 0 1 1670859504284 1670859504280 265 897 710 1590 0 0
siyi2 0 1 1670859504289 1670859504285 265 897 710 1590 0 0
siyi2 0 1 1670859504295 1670859504295 265 897 710 1590 0 0
siyi2 0 1 1670859504301 1670859504300 265 897 710 1590 0 0
siyi2 0 1 1670859504306 1670859504305 265 897 710 1590 0 0
siyi2 0 1 1670859504312 1670859504310 265 897 710 1590 0 0
siyi2 0 1 1670859504317 1670859504315 267 899 720 1610 0 0
siyi2 0 1 1670859504323 1670859504320 267 899 720 1610 0 0
siyi2 0 1 1670859504328 1670859504325 267 899 720 1610 0 0
siyi2 0 1 1670859504334 1670859504330 267 899 720 1610 0 0
siyi2 0 1 1670859504339 1670859504335 267 899 720 1610 0 0
siyi2 0 1 1670859504345 1670859504345 267 899 720 1610 0 0
siyi2 0 1 1670859504350 1670859504350 267 899 720 1610 0 0
siyi2 0 1 1670859504356 1670859504355 267 899 720 1610 0 0
siyi2 0 1 1670859504362 1670859504360 267 899 720 1610 0 0
siyi2 0 1 1670859504367 1670859504365 267 899 720 1610 0 0
siyi2 0 1 1670859504372 1670859504370 267 899 720 1610 0 0
siyi2 0 1 1670859504378 1670859504375 267 899 720 1610 0 0
siyi2 0 1 1670859504384 1670859504380 267 899 720 1610 0 0
siyi2 0 1 1670859504390 1670859504390 267 899 720 1610 0 0
siyi2 0 1 1670859504395 1670859504395 267 899 720 1610 0 0
siyi2 0 1 1670859504400 1670859504400 267 899 720 1610 0 0
siyi2 0 1 1670859504406 1670859504405 267 899 720 1610 0 0
siyi2 0 1 1670859504412 1670859504410 267 899 720 1610 0 0
siyi2 0 1 1670859504417 1670859504415 267 899 720 1610 0 0
siyi2 0 1 1670859504432 1670859504430 267 899 720 1610 0 0
siyi2 0 1 1670859504451 1670859504450 267 899 720 1610 0 0
siyi2 0 1 1670859504462 1670859504460 267 899 720 1610 0 0
siyi2 0 1 1670859504467 1670859504465 267 899 720 1610 0 0
siyi2 0 1 1670859504473 1670859504470 267 899 720 1610 0 0
siyi2 0 1 1670859504478 1670859504475 267 899 720 1610 0 0
siyi2 0 1 1670859504484 1670859504480 267 899 720 1610 0 0
siyi2 0 1 1670859504489 1670859504485 267 899 720 1610 0 0
siyi2 0 1 1670859504495 1670859504495 267 899 720 1610 0 0
siyi2 0 1 1670859504500 1670859504500 267 899 720 1610 0 0
siyi2 0 1 1670859504506 1670859504505 267 899 720 1610 0 0
siyi2 0 1 1670859504512 1670859504510 267 899 720 1610 0 0
siyi2 0 1 1670859504517 1670859504515 267 899 720 1610 0 0
siyi2 0 1 1670859504522 1670859504520 267 899 720 1610 0 0
